-0.06585414	0.5208935	0.025090864	0.043136477	0.017595546	0.07329734	0.061973087	0.009171094	0.01383491	-0.14912617	0.0815956	0.060728498	0.18340585	-0.022909112	-0.09111631	-0.047385514
-0.018671812	0.5051471	0.006752101	-0.055035755	0.035278235	0.112911426	-0.0077253897	0.006104452	0.028779272	-0.08781618	0.10910718	0.015231079	0.24306092	0.0011840295	-0.07481133	-0.028593117
0.3442454	0.47458458	0.35255307	-0.42539707	-0.31087503	-0.2557614	-0.39863396	0.48947874	-0.36036813	0.18084943	-0.18461488	-0.27007064	0.2875241	-0.3806915	0.358317	-0.37893435
-0.015288762	0.4244906	0.07568922	-0.032098632	0.0131034935	-0.010936091	-0.040933806	0.023598643	-0.010237951	-0.017450852	0.023405846	-0.023621585	0.1506945	-0.05996185	-0.02010666	-0.0861458
-0.14578591	0.47319493	-0.05433418	0.1197296	0.11737187	0.19574437	0.09613077	-0.10042223	0.056765337	-0.1251404	0.183002	0.15635356	0.19774443	0.09923978	-0.18015848	0.04960636
-0.01458056	0.3270446	-0.02595426	-0.013820455	0.04681388	0.049526762	0.0020422337	-0.0024947836	0.051744185	-0.10671841	0.046596274	0.066252284	0.17675234	0.029150195	-0.07403095	0.0175093
0.23342158	0.4502812	0.20627263	-0.20802882	-0.2259577	-0.15978034	-0.23552664	0.2690394	-0.20704675	0.022558372	-0.11235431	-0.230931	0.29878646	-0.2442401	0.20332375	-0.17508928
-0.091158606	0.3359872	-0.09510683	0.03826044	0.14336148	0.12655823	0.08436923	-0.063828215	0.06288538	-0.12464624	0.14485715	0.06788267	0.08728205	0.08119387	-0.12505426	0.019859163
-0.09839507	0.41571018	-0.005209811	-0.030901965	0.07532204	0.06099823	-0.019942975	0.010028092	0.037912045	-0.1279686	0.14687736	0.08033314	0.21830425	6.0371836e-05	-0.095700994	-0.052716676
-0.14673653	0.37023696	-0.121194266	0.12668872	0.09200238	0.21990526	0.13411412	-0.06590704	0.10899929	-0.19486368	0.15544266	0.20236638	0.17645733	0.14873028	-0.187702	0.10325257
-0.06277333	0.2905605	-0.06863724	0.071358286	0.05450031	0.12766916	0.053185582	-0.038562745	0.048901316	-0.0907395	0.11416264	0.033502944	0.07302742	0.10187995	-0.13025251	-0.010906504
0.092292294	0.25624305	0.1356676	-0.112016775	-0.052089557	-0.009406151	-0.1359542	0.11940369	-0.12010924	0.020101983	-0.01830165	-0.1077057	0.09104821	-0.11637082	0.04732662	-0.104300804
-0.0040279855	0.35240087	0.002441808	-0.075132385	-0.035120256	0.054484922	0.025936874	0.07453412	-0.0039467984	-0.050007917	0.026468232	0.056644943	0.13466348	-0.058921285	-0.028945157	-0.05725755
-1.1271381	0.31378654	-1.0917801	1.1517538	1.0666136	1.0989223	1.1568772	-1.140885	1.1429797	-1.0866821	0.9968398	1.0938419	0.21454257	1.1966554	-1.1252638	1.0072231
-0.005707768	0.2836405	0.042290926	0.0059973514	0.0003223881	0.032335393	-0.03383464	0.02409206	0.0204218	-0.057445068	0.011358324	-0.026866099	0.15198894	0.016425587	-0.051577672	-0.021382377
-0.07010514	0.44013333	-0.052543335	0.022104833	0.09938011	0.116172455	0.08607913	-0.0387147	0.013605119	-0.050558142	0.08970336	0.054396193	0.1285172	0.038039256	-0.064463034	-0.05982886
0.21150751	0.32996964	0.29470623	-0.31942993	-0.2541503	-0.21065411	-0.30198276	0.30427486	-0.3520609	0.14918193	-0.1804414	-0.3161121	0.2452363	-0.28256568	0.2911216	-0.29699698
0.18769644	0.05202617	0.2641592	-0.2581442	-0.19697389	-0.15927844	-0.20915547	0.27599907	-0.26421657	0.19855325	-0.12769522	-0.20882925	0.04724475	-0.25994518	0.21339571	-0.26919764
1.5073649	0.1135357	1.4129698	-1.5482246	-1.4974868	-1.4025552	-1.4964527	1.5185715	-1.4374292	1.2617573	-1.3160536	-1.3043108	-0.26122975	-1.4843098	1.4359217	-1.4889
1.0148534	0.25990382	0.9966281	-1.038787	-0.99666417	-0.9687988	-1.0771563	1.0174873	-1.02998	0.9190503	-0.9359213	-1.0247059	-0.11710687	-1.0725778	0.9770936	-0.9677336
0.021557013	0.23210888	0.05327566	-0.010423783	-0.040283848	-0.004760973	-0.08648902	0.057956584	-0.0547978	-0.07745976	0.0013147653	0.038607	0.07108615	-0.06872077	0.015829768	-0.08625369
-0.18338922	0.2584773	-0.17009419	0.14403386	0.1604904	0.24698374	0.21375203	-0.23340245	0.22374602	-0.2381833	0.27117288	0.27137125	0.10053311	0.22302203	-0.25931984	0.13295491
0.16942824	0.36564735	0.16037796	-0.18175219	-0.19107041	-0.20680383	-0.2505776	0.28344506	-0.2271942	0.07341527	-0.16137433	-0.19329585	0.11255456	-0.20333308	0.22516897	-0.25655916
0.13050584	-0.04622673	0.06986926	-0.123015955	-0.1498406	-0.146043	-0.074980415	0.072671026	-0.11719424	0.12461497	-0.06619065	-0.066096134	-0.08360277	-0.13992712	0.09647524	-0.12340917
0.14843696	0.25848562	0.13269003	-0.06965957	-0.14534183	-0.08216785	-0.10674791	0.12223859	-0.080508746	0.09505265	-0.045253713	-0.14618745	0.053659044	-0.14419961	0.061157327	-0.16446236
0.27716443	-0.08245905	0.20519698	-0.22751229	-0.25619712	-0.24988945	-0.27018455	0.29177934	-0.29497302	0.23316479	-0.24234936	-0.2714229	-0.074499115	-0.2276763	0.2861977	-0.20687091
0.008406163	0.30447385	0.05411591	-0.024378551	-0.070821464	0.012084381	-0.10801723	0.08209724	-0.031962067	0.0019570405	0.043057427	-0.032603756	0.09471411	-0.07884844	0.077680044	-0.12698774
0.16253455	0.19049367	0.17044933	-0.17113265	-0.21256402	-0.19970103	-0.250728	0.24164113	-0.24215277	0.108339526	-0.1110685	-0.114606775	0.103336014	-0.21585584	0.17293523	-0.1876781
